event_id,timestamp,machine_id,machine_type,operator_id,shift_type,event_type,speed_kmh,worker_distance_m,engine_temp_c,weather,seatbelt_status,risk_level,response_time_sec,resolved,fuel_rate_lph,acceleration_events
SYNTH010364,2025-06-26 05:05:31,EXC005,Excavator,OP1003,night,temp_spike,6.69,19.5,103.6,Foggy,Fastened,HIGH,4.6,False,10.72,3
EVT00528,2026-09-07 06:34:00,LDR001,Loader,OP1034,day,normal,2.23,19.6,87.6,Windy,Unfastened,LOW,2.1,True,7.0,1
EVT00255,2026-06-18 07:00:00,LDR002,Loader,OP1050,day,normal,5.3,21.2,86.2,Rainy,Unfastened,LOW,6.7,False,8.69,0
SYNTH010174,2025-06-24 05:33:07,EXC001,Excavator,OP1038,night,high_fuel,3.56,19.3,100.7,Windy,Fastened,MEDIUM,13.3,False,30.28,4
EVT00313,2025-10-03 20:54:00,LDR002,Loader,OP1009,night,proximity_breach,7.1,1.1,90.9,Cloudy,Fastened,HIGH,9.8,True,11.25,1
SYNTH010348,2025-06-26 01:05:19,GRD003,Grader,OP1016,night,temp_spike,4.38,14.6,129.0,Sunny,Fastened,MEDIUM,13.1,True,10.55,2
EVT00222,2025-04-11 11:02:00,EXC002,Excavator,OP1053,day,normal,6.75,1.7,87.6,Windy,Fastened,HIGH,7.2,True,6.89,0
EVT00236,2025-04-11 14:28:00,EXC002,Excavator,OP1053,day,normal,5.41,15.6,86.1,Windy,Unfastened,LOW,2.5,False,9.65,0
EVT00458,2025-11-20 12:54:00,EXC002,Excavator,OP1029,day,normal,2.29,30.5,89.0,Sunny,Unfastened,LOW,4.9,True,5.7,2
EVT00621,2025-05-14 07:50:00,BCK004,Backhoe,OP1021,day,normal,7.17,22.6,83.6,Sunny,Unfastened,LOW,12.8,True,10.0,1
EVT00306,2025-10-03 19:30:00,LDR002,Loader,OP1009,night,normal,7.35,0.9,92.1,Cloudy,Fastened,HIGH,6.1,True,8.07,1
EVT00378,2025-09-23 15:46:00,EXC005,Excavator,OP1044,day,high_fuel,5.33,21.6,83.5,Windy,Unfastened,LOW,6.4,False,22.22,4
SYNTH010016,2025-06-22 14:09:05,BCK001,Backhoe,OP1060,day,erratic_accel,13.36,5.7,90.6,Sunny,Fastened,HIGH,9.0,True,17.34,9
SYNTH010412,2025-06-26 17:09:38,GRD001,Grader,OP1003,day,proximity_breach,7.36,2.8,81.5,Sunny,Fastened,MEDIUM,8.7,True,6.63,4
EVT00250,2025-04-11 17:52:00,EXC002,Excavator,OP1053,day,normal,6.73,16.1,90.9,Windy,Unfastened,LOW,6.2,False,8.76,2
SYNTH010228,2025-06-24 19:08:18,LDR001,Loader,OP1055,day,high_fuel,4.09,27.8,96.5,Sunny,Unfastened,MEDIUM,13.6,True,21.15,4
EVT00515,2026-08-11 12:42:00,GRD002,Grader,OP1027,day,normal,6.43,41.5,87.7,Sunny,Unfastened,LOW,1.1,True,9.81,0
EVT00072,2025-12-17 12:06:00,EXC006,Excavator,OP1045,day,normal,7.89,32.2,89.1,Windy,Unfastened,LOW,5.6,True,6.59,0
EVT00095,2025-12-10 08:56:00,GRD003,Grader,OP1019,day,proximity_breach,4.05,2.7,86.6,Cloudy,Unfastened,MEDIUM,6.0,True,8.57,4
EVT00443,2025-11-20 09:34:00,EXC002,Excavator,OP1029,day,normal,4.79,25.4,85.1,Sunny,Unfastened,LOW,2.1,True,9.07,2
EVT00034,2025-03-10 14:24:00,DZR004,Dozer,OP1035,day,normal,6.53,19.5,79.9,Sunny,Unfastened,LOW,4.0,False,6.63,0
SYNTH010091,2025-06-23 08:55:29,BCK001,Backhoe,OP1027,day,erratic_accel,10.73,6.9,89.8,Windy,Unfastened,HIGH,2.8,True,20.22,9
EVT00260,2026-06-18 08:10:00,LDR002,Loader,OP1050,day,normal,4.61,0.5,93.0,Rainy,Unfastened,MEDIUM,6.9,True,7.13,1
EVT00205,2025-04-11 07:44:00,EXC002,Excavator,OP1053,day,normal,5.71,23.3,87.2,Windy,Unfastened,LOW,12.8,True,8.82,0
EVT00482,2025-11-20 15:30:00,EXC002,Excavator,OP1029,day,high_fuel,5.6,12.2,88.3,Sunny,Unfastened,LOW,4.8,False,22.3,2
SYNTH010063,2025-06-23 01:50:16,BCK002,Backhoe,OP1025,night,erratic_accel,5.96,9.7,100.4,Windy,Fastened,MEDIUM,10.0,True,20.34,12
SYNTH010377,2025-06-26 08:26:10,LDR002,Loader,OP1047,day,temp_spike,6.86,14.1,114.3,Rainy,Fastened,HIGH,11.0,True,12.53,1
EVT00366,2025-09-23 11:40:00,EXC005,Excavator,OP1044,day,high_fuel,3.8,12.4,92.6,Windy,Unfastened,LOW,1.0,True,24.82,3
EVT00078,2025-12-17 14:18:00,EXC006,Excavator,OP1045,day,normal,3.34,20.1,88.1,Windy,Unfastened,LOW,7.4,True,8.46,1
EVT00085,2025-12-17 17:18:00,EXC006,Excavator,OP1045,day,normal,3.85,12.4,91.6,Windy,Unfastened,LOW,11.6,True,6.42,0
EVT00429,2025-07-22 02:22:00,GRD003,Grader,OP1056,night,normal,3.56,19.1,83.9,Rainy,Unfastened,LOW,11.0,True,5.44,2
EVT00083,2025-12-17 17:06:00,EXC006,Excavator,OP1045,day,overspeed,15.57,28.7,88.5,Windy,Unfastened,LOW,2.6,True,15.98,4
SYNTH010411,2025-06-26 16:47:31,DZR004,Dozer,OP1041,day,proximity_breach,4.05,2.1,80.9,Foggy,Fastened,MEDIUM,2.2,True,11.34,2
EVT00534,2026-09-07 08:00:00,LDR001,Loader,OP1034,day,normal,3.31,26.5,87.1,Windy,Unfastened,LOW,6.1,False,5.13,1
SYNTH010046,2025-06-22 21:41:07,LDR003,Loader,OP1045,night,erratic_accel,5.44,21.6,80.4,Windy,Unfastened,HIGH,8.6,False,17.69,11
SYNTH010153,2025-06-24 00:24:48,DZR004,Dozer,OP1014,night,high_fuel,3.63,16.1,105.0,Windy,Unfastened,LOW,11.7,True,22.24,5
SYNTH010158,2025-06-24 01:40:07,DZR002,Dozer,OP1055,night,high_fuel,4.17,22.7,101.3,Sunny,Fastened,MEDIUM,8.6,True,24.63,5
EVT00449,2025-11-20 10:12:00,EXC002,Excavator,OP1029,day,normal,2.39,5.6,83.7,Sunny,Unfastened,MEDIUM,11.2,True,8.12,0
EVT00645,2025-05-14 12:56:00,BCK004,Backhoe,OP1021,day,normal,7.73,12.0,81.5,Sunny,Unfastened,LOW,10.7,True,6.75,1
EVT00351,2025-10-04 04:58:00,LDR002,Loader,OP1009,night,normal,3.29,18.7,88.1,Cloudy,Unfastened,LOW,15.6,True,6.74,1
EVT00414,2025-07-21 22:40:00,GRD003,Grader,OP1056,night,temp_spike,1.68,13.7,108.8,Rainy,Fastened,MEDIUM,2.6,True,15.35,0
EVT00006,2025-03-10 08:28:00,DZR004,Dozer,OP1035,day,normal,6.34,14.5,83.5,Sunny,Unfastened,LOW,7.4,True,8.01,2
EVT00311,2025-10-03 20:50:00,LDR002,Loader,OP1009,night,proximity_breach,10.0,2.8,80.0,Cloudy,Fastened,HIGH,6.6,False,9.36,3
EVT00569,2025-01-27 19:40:00,EXC007,Excavator,OP1003,night,normal,4.13,19.2,91.3,Sunny,Unfastened,LOW,10.5,True,8.46,0
EVT00105,2025-12-10 09:16:00,GRD003,Grader,OP1019,day,proximity_breach,7.1,1.7,86.0,Cloudy,Fastened,HIGH,2.3,False,7.22,1
EVT00098,2025-12-10 09:02:00,GRD003,Grader,OP1019,day,proximity_breach,6.87,2.6,85.3,Cloudy,Fastened,HIGH,10.0,False,11.59,1
SYNTH010218,2025-06-24 16:34:08,BCK003,Backhoe,OP1049,day,high_fuel,4.66,15.3,85.8,Windy,Fastened,MEDIUM,10.5,True,32.72,4
SYNTH010138,2025-06-23 20:39:44,BCK001,Backhoe,OP1040,night,high_fuel,7.53,12.9,97.9,Sunny,Fastened,MEDIUM,5.7,True,28.08,4
EVT00315,2025-10-03 21:02:00,LDR002,Loader,OP1009,night,proximity_breach,8.77,1.9,88.2,Cloudy,Fastened,HIGH,6.4,True,9.98,1
EVT00529,2026-09-07 06:36:00,LDR001,Loader,OP1034,day,normal,6.84,1.9,93.3,Windy,Fastened,HIGH,10.4,True,8.83,0
EVT00585,2025-01-27 22:24:00,EXC007,Excavator,OP1003,night,proximity_breach,5.48,2.7,87.3,Sunny,Fastened,HIGH,11.8,True,12.71,1
EVT00063,2025-12-17 09:18:00,EXC006,Excavator,OP1045,day,normal,3.8,28.7,86.1,Windy,Unfastened,LOW,7.8,True,7.05,2
EVT00282,2026-06-18 12:30:00,LDR002,Loader,OP1050,day,temp_spike,6.1,15.2,111.3,Rainy,Fastened,MEDIUM,8.4,True,16.42,0
SYNTH010329,2025-06-25 20:15:29,DZR002,Dozer,OP1021,night,overspeed,20.37,17.0,103.6,Foggy,Fastened,MEDIUM,14.3,True,21.44,6
EVT00267,2026-06-18 11:46:00,LDR002,Loader,OP1050,day,normal,4.89,12.6,85.7,Rainy,Unfastened,LOW,6.8,True,7.96,1
SYNTH010272,2025-06-25 06:09:01,EXC004,Excavator,OP1058,day,overspeed,16.43,5.8,101.4,Windy,Fastened,HIGH,5.9,False,18.44,6
EVT00239,2025-04-11 15:30:00,EXC002,Excavator,OP1053,day,normal,4.89,27.8,89.3,Windy,Unfastened,LOW,6.4,False,6.19,1
SYNTH010019,2025-06-22 14:54:37,EXC004,Excavator,OP1047,day,erratic_accel,13.78,6.4,99.7,Windy,Unfastened,HIGH,12.0,True,13.37,7
EVT00146,2026-05-05 20:08:00,EXC005,Excavator,OP1025,night,normal,5.27,0.5,90.8,Cloudy,Fastened,HIGH,8.8,True,9.77,0
SYNTH010394,2025-06-26 12:31:00,LDR001,Loader,OP1034,day,temp_spike,5.98,10.3,129.3,Sunny,Unfastened,MEDIUM,5.2,True,12.17,2
SYNTH010391,2025-06-26 11:50:09,LDR001,Loader,OP1055,day,temp_spike,2.39,17.7,103.0,Rainy,Fastened,MEDIUM,13.2,True,12.02,3
SYNTH010418,2025-06-26 18:35:22,LDR003,Loader,OP1050,day,proximity_breach,5.3,1.1,81.1,Cloudy,Fastened,MEDIUM,3.9,True,6.15,3
EVT00119,2025-12-10 12:56:00,GRD003,Grader,OP1019,day,proximity_breach,7.47,1.4,91.7,Cloudy,Fastened,HIGH,6.0,False,8.83,1
SYNTH010061,2025-06-23 01:18:32,LDR001,Loader,OP1040,night,erratic_accel,11.5,11.5,84.5,Sunny,Fastened,MEDIUM,11.8,True,17.77,7
EVT00530,2026-09-07 07:06:00,LDR001,Loader,OP1034,day,normal,5.81,23.3,84.7,Windy,Unfastened,LOW,6.1,True,6.67,2
EVT00251,2025-04-11 17:58:00,EXC002,Excavator,OP1053,day,normal,5.34,21.9,89.4,Windy,Unfastened,LOW,12.8,False,8.91,2
SYNTH010173,2025-06-24 05:24:53,LDR002,Loader,OP1022,night,high_fuel,6.93,20.8,89.0,Foggy,Fastened,LOW,14.0,True,31.47,3
EVT00286,2026-06-18 13:24:00,LDR002,Loader,OP1050,day,normal,4.18,17.9,92.6,Rainy,Unfastened,LOW,7.7,True,9.6,2
EVT00491,2026-08-11 06:14:00,GRD002,Grader,OP1027,day,normal,6.62,0.5,61.0,Sunny,Fastened,HIGH,5.8,True,9.67,1
EVT00010,2025-03-10 08:52:00,DZR004,Dozer,OP1035,day,normal,5.81,1.5,89.9,Sunny,Fastened,HIGH,12.0,True,8.09,1
SYNTH010406,2025-06-26 15:38:13,LDR003,Loader,OP1046,day,proximity_breach,8.92,2.0,78.7,Rainy,Unfastened,MEDIUM,2.5,True,8.1,4
EVT00480,2025-11-20 15:14:00,EXC002,Excavator,OP1029,day,proximity_breach,5.69,1.8,83.4,Sunny,Fastened,HIGH,6.8,True,8.81,3
EVT00197,2025-04-11 06:22:00,EXC002,Excavator,OP1053,day,normal,6.4,0.5,80.1,Windy,Fastened,HIGH,9.9,True,7.18,0
SYNTH010101,2025-06-23 11:25:33,GRD003,Grader,OP1055,day,erratic_accel,14.49,13.4,95.4,Cloudy,Fastened,HIGH,6.9,True,21.17,10
EVT00371,2025-09-23 12:38:00,EXC005,Excavator,OP1044,day,normal,5.17,5.9,85.6,Windy,Unfastened,MEDIUM,6.9,True,6.38,0
EVT00082,2025-12-17 16:30:00,EXC006,Excavator,OP1045,day,overspeed,14.78,27.2,84.8,Windy,Unfastened,LOW,7.4,True,21.77,6
EVT00390,2025-07-21 19:56:00,GRD003,Grader,OP1056,night,normal,6.7,2.5,84.8,Rainy,Fastened,HIGH,1.0,True,8.4,2
EVT00544,2026-09-07 10:42:00,LDR001,Loader,OP1034,day,overspeed,10.35,14.4,83.7,Windy,Unfastened,LOW,4.9,False,20.64,6
SYNTH010020,2025-06-22 15:07:48,LDR003,Loader,OP1025,day,erratic_accel,14.46,8.7,101.5,Windy,Unfastened,HIGH,7.1,True,14.46,11
SYNTH010119,2025-06-23 15:52:35,EXC002,Excavator,OP1021,day,erratic_accel,8.3,18.7,86.1,Sunny,Fastened,MEDIUM,3.8,False,13.81,12
EVT00579,2025-01-27 22:10:00,EXC007,Excavator,OP1003,night,proximity_breach,6.02,2.1,88.7,Sunny,Fastened,HIGH,5.0,False,7.76,1
EVT00598,2025-01-28 02:18:00,EXC007,Excavator,OP1003,night,normal,4.67,16.2,85.8,Sunny,Unfastened,LOW,6.3,True,5.77,0
EVT00240,2025-04-11 15:52:00,EXC002,Excavator,OP1053,day,normal,2.01,24.8,88.4,Windy,Unfastened,LOW,4.5,True,9.51,1
SYNTH010003,2025-06-22 10:53:21,EXC002,Excavator,OP1024,day,erratic_accel,14.77,12.9,93.7,Foggy,Unfastened,HIGH,13.5,False,17.12,13
EVT00212,2025-04-11 08:46:00,EXC002,Excavator,OP1053,day,normal,3.01,17.9,83.1,Windy,Unfastened,LOW,8.2,False,7.51,0
SYNTH010087,2025-06-23 07:48:33,GRD001,Grader,OP1038,day,erratic_accel,10.49,17.1,86.9,Cloudy,Fastened,HIGH,6.0,True,20.45,10
SYNTH010235,2025-06-24 20:53:46,GRD003,Grader,OP1043,night,high_fuel,7.47,21.8,85.2,Rainy,Fastened,MEDIUM,8.0,True,23.74,3
EVT00145,2026-05-05 20:02:00,EXC005,Excavator,OP1025,night,normal,6.22,0.5,81.1,Cloudy,Fastened,HIGH,4.2,True,9.42,0
SYNTH010302,2025-06-25 13:30:45,DZR002,Dozer,OP1027,day,overspeed,14.5,6.2,98.3,Foggy,Fastened,HIGH,6.7,False,21.16,4
EVT00592,2025-01-28 00:06:00,EXC007,Excavator,OP1003,night,normal,3.97,12.6,89.5,Sunny,Unfastened,LOW,6.2,True,8.32,1
EVT00228,2025-04-11 12:58:00,EXC002,Excavator,OP1053,day,normal,7.61,21.0,76.7,Windy,Unfastened,LOW,4.0,True,7.48,1
SYNTH010384,2025-06-26 10:11:29,DZR003,Dozer,OP1052,day,temp_spike,6.77,11.6,123.7,Cloudy,Unfastened,HIGH,9.7,True,13.87,3
SYNTH010299,2025-06-25 12:48:41,GRD001,Grader,OP1017,day,overspeed,16.61,19.1,101.6,Windy,Fastened,HIGH,7.6,True,21.38,3
SYNTH010422,2025-06-26 19:32:24,BCK001,Backhoe,OP1029,day,proximity_breach,6.78,0.5,78.3,Windy,Fastened,HIGH,14.1,True,11.61,3
SYNTH010327,2025-06-25 19:45:49,GRD002,Grader,OP1036,day,overspeed,13.19,10.6,101.3,Foggy,Fastened,MEDIUM,7.6,False,16.72,5
EVT00178,2026-05-06 02:08:00,EXC005,Excavator,OP1025,night,proximity_breach,6.93,2.6,79.7,Cloudy,Unfastened,HIGH,11.0,True,7.9,4
SYNTH010430,2025-06-26 21:36:38,LDR001,Loader,OP1031,night,proximity_breach,5.69,2.9,80.7,Windy,Fastened,HIGH,6.5,True,7.51,2
SYNTH010361,2025-06-26 04:21:10,EXC005,Excavator,OP1030,night,temp_spike,6.48,24.4,113.3,Windy,Fastened,HIGH,4.7,True,11.84,2
EVT00136,2025-12-10 15:22:00,GRD003,Grader,OP1019,day,normal,5.99,4.5,82.3,Cloudy,Unfastened,MEDIUM,6.0,True,9.87,0
EVT00644,2025-05-14 12:36:00,BCK004,Backhoe,OP1021,day,normal,2.77,19.9,84.2,Sunny,Unfastened,LOW,7.4,True,5.35,1
SYNTH010289,2025-06-25 10:23:40,BCK003,Backhoe,OP1010,day,overspeed,17.18,8.6,90.7,Windy,Unfastened,HIGH,10.1,True,20.39,6
EVT00531,2026-09-07 07:12:00,LDR001,Loader,OP1034,day,normal,6.56,11.9,90.8,Windy,Unfastened,LOW,9.7,True,9.73,1
SYNTH010464,2025-06-27 06:04:53,GRD001,Grader,OP1002,day,proximity_breach,8.29,2.4,86.4,Cloudy,Fastened,HIGH,11.1,True,12.25,2
EVT00008,2025-03-10 08:34:00,DZR004,Dozer,OP1035,day,normal,7.14,24.7,90.3,Sunny,Unfastened,LOW,8.4,True,8.61,1
EVT00459,2025-11-20 13:04:00,EXC002,Excavator,OP1029,day,normal,7.98,15.3,90.1,Sunny,Unfastened,LOW,3.1,True,9.39,0
EVT00156,2026-05-05 22:16:00,EXC005,Excavator,OP1025,night,normal,5.75,2.8,86.7,Cloudy,Fastened,HIGH,10.4,True,9.95,1
SYNTH010077,2025-06-23 05:19:55,GRD002,Grader,OP1007,night,erratic_accel,5.04,9.0,96.1,Cloudy,Fastened,HIGH,8.8,False,13.47,13
EVT00358,2025-09-23 07:36:00,EXC005,Excavator,OP1044,day,normal,7.34,20.0,83.6,Windy,Unfastened,LOW,2.6,False,8.01,2
SYNTH010011,2025-06-22 12:48:17,EXC002,Excavator,OP1029,day,erratic_accel,15.33,6.7,98.8,Foggy,Fastened,MEDIUM,11.8,True,14.18,8
EVT00224,2025-04-11 11:28:00,EXC002,Excavator,OP1053,day,normal,7.57,13.4,85.3,Windy,Unfastened,LOW,10.9,True,6.68,1
EVT00330,2025-10-03 22:20:00,LDR002,Loader,OP1009,night,normal,7.83,18.6,82.8,Cloudy,Unfastened,LOW,7.0,True,8.36,1
EVT00622,2025-05-14 08:06:00,BCK004,Backhoe,OP1021,day,normal,2.07,9.3,84.0,Sunny,Unfastened,LOW,4.9,True,7.84,1
EVT00468,2025-11-20 14:48:00,EXC002,Excavator,OP1029,day,proximity_breach,6.98,2.6,83.7,Sunny,Fastened,HIGH,5.9,True,11.75,3
EVT00558,2026-09-07 16:28:00,LDR001,Loader,OP1034,day,normal,5.56,13.1,90.5,Windy,Unfastened,LOW,1.2,False,6.81,0
SYNTH010373,2025-06-26 07:18:47,GRD003,Grader,OP1045,day,temp_spike,2.25,12.4,104.1,Foggy,Fastened,MEDIUM,14.2,True,16.68,1
SYNTH010238,2025-06-24 21:40:38,EXC003,Excavator,OP1005,night,high_fuel,4.54,19.8,93.3,Windy,Fastened,LOW,6.9,False,33.47,2
SYNTH010050,2025-06-22 22:39:52,EXC002,Excavator,OP1025,night,erratic_accel,9.75,10.3,93.3,Sunny,Unfastened,MEDIUM,8.0,True,14.32,10
SYNTH010118,2025-06-23 15:33:34,DZR001,Dozer,OP1008,day,erratic_accel,4.75,20.0,89.9,Foggy,Unfastened,MEDIUM,7.7,True,19.5,11
SYNTH010134,2025-06-23 19:39:41,BCK003,Backhoe,OP1034,day,high_fuel,3.91,17.8,91.6,Sunny,Fastened,MEDIUM,8.3,True,25.58,5
EVT00520,2026-08-11 14:36:00,GRD002,Grader,OP1027,day,normal,4.41,3.4,86.6,Sunny,Unfastened,MEDIUM,10.0,True,6.99,2
SYNTH010066,2025-06-23 02:40:28,GRD002,Grader,OP1047,night,erratic_accel,14.53,12.4,83.5,Rainy,Unfastened,MEDIUM,11.4,False,15.5,8
SYNTH010429,2025-06-26 21:16:49,EXC002,Excavator,OP1034,night,proximity_breach,5.53,1.4,91.8,Windy,Fastened,HIGH,14.4,True,8.48,1
SYNTH010053,2025-06-22 23:18:38,DZR004,Dozer,OP1051,night,erratic_accel,6.13,16.8,93.6,Windy,Unfastened,HIGH,12.4,True,15.76,9
SYNTH010331,2025-06-25 20:53:43,LDR002,Loader,OP1002,night,overspeed,13.21,17.3,88.7,Foggy,Fastened,MEDIUM,9.4,True,18.23,5
EVT00653,2025-05-14 16:12:00,BCK004,Backhoe,OP1021,day,normal,5.27,32.0,83.4,Sunny,Unfastened,LOW,7.9,True,7.34,1
SYNTH010414,2025-06-26 17:31:09,EXC004,Excavator,OP1005,day,proximity_breach,4.65,2.2,92.9,Sunny,Fastened,HIGH,6.9,True,8.02,3
EVT00441,2025-11-20 08:14:00,EXC002,Excavator,OP1029,day,normal,3.7,15.1,86.0,Sunny,Unfastened,LOW,1.0,True,8.75,1
SYNTH010072,2025-06-23 04:07:42,LDR002,Loader,OP1017,night,erratic_accel,11.65,13.4,83.9,Windy,Unfastened,HIGH,14.3,True,18.09,7
SYNTH010223,2025-06-24 17:47:17,DZR002,Dozer,OP1030,day,high_fuel,7.7,20.9,102.3,Windy,Fastened,MEDIUM,11.3,True,24.32,4
SYNTH010285,2025-06-25 09:19:56,GRD001,Grader,OP1021,day,overspeed,19.35,15.4,94.8,Windy,Fastened,HIGH,6.9,True,18.11,3
EVT00164,2026-05-06 00:34:00,EXC005,Excavator,OP1025,night,normal,5.03,12.7,80.2,Cloudy,Unfastened,LOW,5.4,True,5.41,2
EVT00229,2025-04-11 13:04:00,EXC002,Excavator,OP1053,day,normal,3.78,16.5,88.2,Windy,Unfastened,LOW,9.4,True,8.48,0
SYNTH010393,2025-06-26 12:25:25,BCK003,Backhoe,OP1042,day,temp_spike,2.54,8.3,127.3,Windy,Unfastened,HIGH,12.3,True,13.31,0
SYNTH010250,2025-06-25 00:30:00,EXC004,Excavator,OP1020,night,high_fuel,4.38,23.8,89.5,Windy,Unfastened,LOW,5.5,True,29.78,4
EVT00213,2025-04-11 08:52:00,EXC002,Excavator,OP1053,day,normal,5.36,2.6,88.0,Windy,Fastened,HIGH,10.7,True,8.42,2
SYNTH010292,2025-06-25 11:07:26,LDR003,Loader,OP1039,day,overspeed,12.84,11.6,92.5,Foggy,Unfastened,MEDIUM,3.1,True,14.44,7
EVT00080,2025-12-17 15:38:00,EXC006,Excavator,OP1045,day,normal,4.85,29.3,80.9,Windy,Unfastened,LOW,6.4,True,5.84,0
EVT00149,2026-05-05 21:24:00,EXC005,Excavator,OP1025,night,normal,5.6,27.1,81.6,Cloudy,Unfastened,LOW,8.1,False,5.38,0
EVT00303,2025-10-03 18:08:00,LDR002,Loader,OP1009,night,normal,5.17,23.2,44.8,Cloudy,Unfastened,LOW,5.9,True,5.67,2
SYNTH010370,2025-06-26 06:31:35,DZR004,Dozer,OP1017,day,temp_spike,4.28,10.8,109.1,Rainy,Fastened,MEDIUM,2.6,True,16.67,0
SYNTH010456,2025-06-27 04:08:21,DZR001,Dozer,OP1001,night,proximity_breach,6.52,0.7,85.5,Sunny,Fastened,HIGH,9.2,True,11.33,2
EVT00627,2025-05-14 10:10:00,BCK004,Backhoe,OP1021,day,normal,3.93,0.5,87.4,Sunny,Unfastened,MEDIUM,7.6,True,7.37,1
SYNTH010070,2025-06-23 03:37:42,LDR001,Loader,OP1024,night,erratic_accel,5.25,8.8,95.5,Rainy,Fastened,MEDIUM,4.8,False,17.48,8
EVT00044,2025-03-10 16:58:00,DZR004,Dozer,OP1035,day,normal,3.99,25.1,87.8,Sunny,Unfastened,LOW,11.1,True,8.86,0
EVT00507,2026-08-11 10:40:00,GRD002,Grader,OP1027,day,normal,4.19,17.0,88.8,Sunny,Unfastened,LOW,1.0,True,5.16,2
EVT00134,2025-12-10 14:18:00,GRD003,Grader,OP1019,day,normal,4.91,21.4,88.1,Cloudy,Unfastened,LOW,8.9,True,6.84,2
SYNTH010025,2025-06-22 16:16:08,LDR002,Loader,OP1017,day,erratic_accel,8.69,21.5,85.7,Foggy,Unfastened,MEDIUM,11.8,True,21.73,8
EVT00533,2026-09-07 07:46:00,LDR001,Loader,OP1034,day,normal,7.16,14.5,82.2,Windy,Unfastened,LOW,11.9,True,7.63,0
EVT00619,2025-05-14 06:46:00,BCK004,Backhoe,OP1021,day,normal,6.43,24.9,91.7,Sunny,Unfastened,LOW,8.8,True,9.72,2
EVT00312,2025-10-03 20:52:00,LDR002,Loader,OP1009,night,proximity_breach,9.69,2.6,90.8,Cloudy,Fastened,HIGH,7.6,True,7.05,1
EVT00409,2025-07-21 22:30:00,GRD003,Grader,OP1056,night,temp_spike,3.58,36.1,102.3,Rainy,Unfastened,MEDIUM,1.0,True,17.98,1
EVT00586,2025-01-27 22:26:00,EXC007,Excavator,OP1003,night,proximity_breach,5.39,1.7,82.4,Sunny,Fastened,HIGH,4.6,True,6.58,4
SYNTH010104,2025-06-23 12:10:39,EXC002,Excavator,OP1013,day,erratic_accel,4.12,15.8,100.1,Sunny,Unfastened,MEDIUM,11.1,True,21.12,11
EVT00588,2025-01-27 22:32:00,EXC007,Excavator,OP1003,night,normal,8.33,10.6,83.2,Sunny,Unfastened,LOW,6.8,False,6.95,2
SYNTH010318,2025-06-25 17:38:42,BCK002,Backhoe,OP1048,day,overspeed,14.41,11.6,86.6,Sunny,Fastened,MEDIUM,13.8,True,17.87,8
SYNTH010359,2025-06-26 03:47:15,LDR001,Loader,OP1045,night,temp_spike,4.52,12.4,100.3,Windy,Fastened,MEDIUM,12.8,True,15.66,2
SYNTH010277,2025-06-25 07:17:02,DZR002,Dozer,OP1017,day,overspeed,19.96,17.9,98.6,Windy,Unfastened,MEDIUM,14.9,True,21.59,4
EVT00001,2025-03-10 06:22:00,DZR004,Dozer,OP1035,day,normal,3.88,11.8,80.6,Sunny,Unfastened,LOW,4.0,False,6.87,0
EVT00423,2025-07-22 01:00:00,GRD003,Grader,OP1056,night,erratic_accel,3.86,10.1,86.1,Rainy,Unfastened,LOW,5.8,True,17.55,9
EVT00361,2025-09-23 10:24:00,EXC005,Excavator,OP1044,day,normal,7.54,15.7,85.2,Windy,Unfastened,LOW,8.8,True,5.89,0
EVT00383,2025-09-23 17:28:00,EXC005,Excavator,OP1044,day,normal,6.12,17.5,87.7,Windy,Unfastened,LOW,3.9,True,7.66,2
EVT00317,2025-10-03 21:06:00,LDR002,Loader,OP1009,night,proximity_breach,7.36,2.5,84.5,Cloudy,Fastened,HIGH,22.0,True,6.94,1
SYNTH010310,2025-06-25 15:33:50,DZR002,Dozer,OP1025,day,overspeed,20.44,20.6,99.4,Cloudy,Unfastened,HIGH,13.7,True,20.57,7
EVT00476,2025-11-20 15:06:00,EXC002,Excavator,OP1029,day,proximity_breach,7.69,2.1,86.2,Sunny,Fastened,HIGH,10.7,True,9.8,3
SYNTH010222,2025-06-24 17:39:05,GRD003,Grader,OP1016,day,high_fuel,6.92,18.3,102.3,Windy,Unfastened,MEDIUM,13.0,True,31.36,5
SYNTH010021,2025-06-22 15:17:44,EXC003,Excavator,OP1032,day,erratic_accel,10.51,13.4,81.8,Cloudy,Fastened,HIGH,1.4,True,17.16,10
EVT00514,2026-08-11 12:38:00,GRD002,Grader,OP1027,day,normal,6.66,6.5,88.8,Sunny,Unfastened,MEDIUM,4.8,True,7.58,0
SYNTH010345,2025-06-26 00:24:37,LDR002,Loader,OP1003,night,temp_spike,5.2,22.5,122.2,Sunny,Unfastened,MEDIUM,11.6,True,14.87,0
SYNTH010446,2025-06-27 01:34:02,LDR003,Loader,OP1056,night,proximity_breach,6.05,0.7,94.1,Sunny,Unfastened,HIGH,11.1,False,12.17,4
EVT00141,2025-12-10 17:14:00,GRD003,Grader,OP1019,day,normal,7.63,1.9,85.6,Cloudy,Fastened,HIGH,1.6,True,6.15,2
EVT00173,2026-05-06 01:58:00,EXC005,Excavator,OP1025,night,proximity_breach,11.4,1.9,85.0,Cloudy,Unfastened,HIGH,8.5,True,10.14,2
