task_id,timestamp,hour_of_day,day_of_week,month,shift_type,operator_id,machine_id,machine_type,task_type,weather,soil_condition,operator_skill_level,operator_experience_years,engine_hours,fuel_level_pct,payload_tonnes,temperature_c,distance_m,idle_time_pct,previous_task_time_min,estimated_time_min,actual_time_min,time_delta_min
T02978,2025-03-21 15:45:45,15,4,3,day,OP1026,GRD003,Grader,Demolition,Sunny,Dry,Beginner,2.3,667.2,32.8,6.19,21.0,208.0,35.4,17.6,88.0,139.0,51.0
T02979,2026-07-11 14:13:45,14,5,7,day,OP1023,LDR001,Loader,Trenching,Rainy,Clay,Beginner,2.1,5685.9,46.1,4.79,33.3,85.5,30.5,53.9,70.8,106.1,35.3
T02980,2025-07-25 09:17:13,9,4,7,day,OP1010,DZR002,Dozer,Demolition,Sunny,Rocky,Intermediate,8.6,3965.6,74.5,14.4,33.1,242.9,44.1,19.4,115.5,147.2,31.7
T02981,2026-02-21 08:56:30,8,5,2,day,OP1059,EXC003,Excavator,Trenching,Sunny,Rocky,Expert,22.2,4118.8,54.3,12.96,17.8,213.7,58.7,26.7,63.4,67.6,4.2
T02982,2026-07-06 22:09:12,22,0,7,night,OP1056,EXC008,Excavator,Trenching,Rainy,Dry,Intermediate,4.7,4412.4,69.9,6.54,30.5,177.3,57.4,41.0,61.9,71.7,9.8
T02983,2025-09-17 12:47:23,12,2,9,day,OP1054,LDR005,Loader,Demolition,Sunny,Clay,Intermediate,5.0,2054.5,94.6,6.18,34.2,108.1,32.4,10.8,96.8,117.0,20.2
T02984,2026-05-20 13:42:32,13,2,5,day,OP1034,BCK003,Backhoe,Demolition,Sunny,Wet,Beginner,1.3,5003.9,75.4,9.91,40.6,136.5,7.4,13.7,110.4,139.6,29.2
T02985,2025-06-20 13:11:32,13,4,6,day,OP1051,EXC007,Excavator,Foundation Digging,Sunny,Wet,Expert,11.2,4607.8,33.8,12.56,40.7,56.1,46.2,51.7,92.7,98.9,6.2
T02986,2026-08-23 03:11:00,3,6,8,night,OP1033,DZR003,Dozer,Earth Excavation,Rainy,Dry,Expert,17.2,6451.6,65.2,14.22,28.2,194.1,26.2,58.8,79.9,86.1,6.2
T02987,2026-02-13 13:40:08,13,4,2,day,OP1030,DZR002,Dozer,Site Clearing,Sunny,Wet,Intermediate,4.1,5448.8,85.4,9.39,19.5,189.8,24.7,83.3,86.7,93.9,7.2
T02988,2026-04-02 20:40:01,20,3,4,night,OP1035,BCK003,Backhoe,Foundation Digging,Foggy,Rocky,Beginner,2.8,4655.7,39.7,12.0,31.5,85.8,59.0,61.7,109.6,177.2,67.6
T02989,2025-09-23 10:48:22,10,1,9,day,OP1036,DZR001,Dozer,Site Clearing,Rainy,Clay,Intermediate,3.3,2735.2,71.6,9.16,33.2,166.3,17.6,82.3,89.2,103.5,14.3
T02990,2026-04-10 20:17:42,20,4,4,night,OP1013,BCK003,Backhoe,Trenching,Sunny,Clay,Expert,18.9,4713.9,87.2,12.78,36.7,181.1,22.7,12.0,57.5,53.9,-3.6
T02991,2025-08-15 21:11:48,21,4,8,night,OP1035,DZR002,Dozer,Grading,Rainy,Dry,Beginner,2.8,4122.5,66.7,11.47,32.5,212.3,36.1,44.1,48.4,57.3,8.9
T02992,2025-01-14 12:06:12,12,1,1,day,OP1038,BCK002,Backhoe,Material Loading,Cloudy,Dry,Beginner,2.4,2743.4,74.3,14.68,20.5,150.6,47.9,41.4,33.3,54.6,21.3
T02993,2026-07-24 00:07:07,0,4,7,night,OP1006,EXC003,Excavator,Grading,Rainy,Clay,Intermediate,3.3,5233.0,92.8,6.99,36.4,186.5,16.0,40.2,56.0,68.3,12.3
T02994,2025-01-28 20:22:35,20,1,1,night,OP1016,GRD001,Grader,Grading,Windy,Loose,Beginner,2.9,2445.3,45.1,12.5,18.0,101.8,37.9,53.6,44.4,69.8,25.4
T02995,2026-03-17 22:21:03,22,1,3,night,OP1058,BCK002,Backhoe,Site Clearing,Cloudy,Clay,Intermediate,3.3,5863.6,73.8,2.0,28.2,257.0,30.1,21.4,87.4,101.9,14.5
T02996,2025-10-14 12:17:56,12,1,10,day,OP1048,DZR004,Dozer,Site Clearing,Rainy,Clay,Beginner,2.2,2968.8,69.4,10.22,30.7,127.3,28.1,46.1,94.5,148.0,53.5
T02997,2025-06-24 14:50:54,14,1,6,day,OP1044,DZR003,Dozer,Demolition,Foggy,Loose,Beginner,1.1,3352.7,66.8,18.97,26.9,230.0,34.2,43.7,107.0,158.5,51.5
T02998,2026-08-08 08:51:01,8,5,8,day,OP1049,LDR002,Loader,Trenching,Rainy,Clay,Beginner,0.8,4437.8,80.2,10.99,29.5,122.7,45.2,44.2,71.0,122.8,51.8
T02999,2025-04-26 12:30:07,12,5,4,day,OP1048,GRD002,Grader,Transfer,Rainy,Wet,Beginner,2.2,3899.9,65.2,10.27,35.7,175.4,19.7,67.0,34.9,36.2,1.3
T03000,2025-05-12 09:55:16,9,0,5,day,OP1011,DZR001,Dozer,Demolition,Sunny,Dry,Intermediate,6.7,1756.7,64.4,12.68,42.2,16.0,47.2,51.6,88.0,114.6,26.6
T03001,2025-08-16 10:18:58,10,5,8,day,OP1047,EXC001,Excavator,Demolition,Sunny,Clay,Beginner,2.8,4087.8,71.3,9.15,23.9,135.8,43.1,82.2,102.9,139.3,36.4
T03002,2026-02-21 00:26:44,0,5,2,night,OP1014,EXC002,Excavator,Foundation Digging,Cloudy,Dry,Expert,21.2,3191.1,72.5,13.24,15.9,90.0,34.4,75.0,79.4,81.5,2.1
T03003,2026-03-17 11:44:53,11,1,3,day,OP1024,EXC002,Excavator,Demolition,Cloudy,Clay,Beginner,1.5,3369.7,48.1,17.38,26.7,209.8,23.3,58.8,103.2,109.7,6.5
T03004,2026-06-15 14:15:48,14,0,6,day,OP1022,EXC005,Excavator,Foundation Digging,Cloudy,Wet,Beginner,0.6,6659.9,56.8,10.94,37.4,182.2,30.3,65.8,102.7,142.1,39.4
T03005,2026-07-29 07:38:02,7,2,7,day,OP1053,EXC007,Excavator,Site Clearing,Rainy,Wet,Intermediate,7.0,7555.3,95.9,13.75,27.2,151.8,34.4,72.6,110.6,126.9,16.3
T03006,2025-09-03 15:57:14,15,2,9,day,OP1055,EXC002,Excavator,Demolition,Sunny,Dry,Expert,12.2,1947.5,82.7,9.48,28.6,279.0,29.7,56.8,88.0,86.0,-2.0
T03007,2025-12-13 12:21:19,12,5,12,day,OP1047,EXC008,Excavator,Grading,Foggy,Dry,Beginner,2.8,2912.9,72.7,12.1,17.9,131.8,25.0,44.9,44.5,72.4,27.9
T03008,2026-02-27 06:16:52,6,4,2,day,OP1056,DZR001,Dozer,Material Loading,Cloudy,Rocky,Intermediate,4.7,3879.9,64.4,18.32,25.7,171.0,44.0,38.9,43.1,37.9,-5.2
T03009,2026-06-18 20:34:21,20,3,6,night,OP1005,EXC006,Excavator,Grading,Rainy,Loose,Expert,18.5,6462.6,40.5,6.99,33.6,256.1,34.6,46.8,55.7,60.0,4.3
T03010,2025-12-27 03:32:52,3,5,12,night,OP1044,BCK002,Backhoe,Material Loading,Cloudy,Rocky,Beginner,1.1,5273.9,81.8,18.13,25.3,111.0,33.3,40.9,45.4,58.7,13.3
T03011,2025-05-21 06:41:04,6,2,5,day,OP1047,LDR001,Loader,Earth Excavation,Rainy,Clay,Beginner,2.8,2646.8,50.5,10.93,45.6,152.8,38.3,56.0,76.2,116.2,40.0
T03012,2025-09-26 02:34:51,2,4,9,night,OP1029,EXC008,Excavator,Demolition,Windy,Clay,Intermediate,8.7,2340.6,73.9,8.85,27.8,184.1,37.6,5,101.6,138.3,36.7
T03013,2025-06-12 03:22:16,3,3,6,night,OP1035,LDR005,Loader,Trenching,Rainy,Wet,Beginner,2.8,1343.5,73.2,16.36,34.0,77.9,52.3,40.1,62.4,90.9,28.5
T03014,2025-10-04 12:28:50,12,5,10,day,OP1012,EXC005,Excavator,Transfer,Foggy,Rocky,Beginner,1.4,4805.2,71.8,7.35,33.9,105.7,34.8,61.0,35.6,64.8,29.2
T03015,2025-02-19 19:48:39,19,2,2,night,OP1028,LDR002,Loader,Material Loading,Sunny,Rocky,Beginner,1.6,535.6,54.5,10.04,14.0,84.1,43.2,93.7,39.7,32.6,-7.1
T03016,2026-08-07 10:18:24,10,4,8,day,OP1051,BCK004,Backhoe,Grading,Rainy,Wet,Expert,11.2,4896.0,70.5,21.7,34.8,243.8,33.7,70.9,57.8,58.0,0.2
T03017,2025-10-08 08:23:11,8,2,10,day,OP1040,LDR001,Loader,Trenching,Sunny,Clay,Intermediate,8.2,3669.3,63.1,13.78,23.6,203.3,26.6,39.8,55.3,82.8,27.5
T03018,2025-01-18 06:27:20,6,5,1,day,OP1002,EXC002,Excavator,Trenching,Windy,Dry,Expert,18.3,280.2,76.4,13.83,18.3,187.2,26.2,24.6,51.0,53.1,2.1
T03019,2025-09-19 09:13:48,9,4,9,day,OP1048,LDR002,Loader,Grading,Windy,Rocky,Beginner,2.2,2080.0,98,16.8,32.1,100.5,20.2,69.4,50.6,54.3,3.7
T03020,2025-05-01 19:01:54,19,3,5,night,OP1030,BCK001,Backhoe,Trenching,Cloudy,Rocky,Intermediate,4.1,3925.0,53.0,11.76,36.0,58.8,26.7,5,64.8,81.7,16.9
T03021,2026-01-05 11:19:03,11,0,1,day,OP1027,EXC007,Excavator,Transfer,Sunny,Wet,Intermediate,6.2,6059.9,67.6,3.45,20.3,124.8,28.3,74.2,31.3,29.1,-2.2
T03022,2025-12-20 09:57:09,9,5,12,day,OP1022,GRD001,Grader,Site Clearing,Cloudy,Rocky,Beginner,0.6,4821.9,95.5,14.64,11.9,248.4,29.8,50.9,94.9,104.8,9.9
T03023,2026-01-30 01:55:26,1,4,1,night,OP1017,EXC008,Excavator,Material Loading,Cloudy,Loose,Expert,13.3,3260.2,48.5,12.14,13.0,131.9,14.1,16.2,35.7,33.9,-1.8
T03024,2025-03-26 02:18:39,2,2,3,night,OP1010,LDR002,Loader,Earth Excavation,Cloudy,Dry,Intermediate,8.6,785.8,31.0,13.6,25.2,174.4,35.7,45.8,59.7,65.8,6.1
T03025,2026-04-17 12:23:45,12,4,4,day,OP1008,LDR001,Loader,Trenching,Windy,Rocky,Beginner,1.2,5064.8,73.8,15.42,28.7,206.5,33.9,5.3,72.5,86.2,13.7
T03026,2026-06-02 07:34:55,7,1,6,day,OP1041,LDR004,Loader,Trenching,Rainy,Dry,Intermediate,4.3,5707.9,60.0,12.58,30.0,105.6,16.8,22.7,64.6,61.2,-3.4
T03027,2025-07-03 18:25:24,18,3,7,night,OP1028,EXC007,Excavator,Grading,Rainy,Wet,Beginner,1.6,4704.3,84.7,13.28,24.3,265.0,47.5,53.8,56.2,84.6,28.4
T03028,2025-03-15 09:27:15,9,5,3,day,OP1014,EXC001,Excavator,Demolition,Sunny,Clay,Expert,21.2,2963.4,63.1,11.99,30.5,167.4,26.5,78.2,98.6,100.2,1.6
T03029,2025-09-01 11:01:56,11,0,9,day,OP1021,EXC005,Excavator,Trenching,Rainy,Clay,Intermediate,4.3,4563.8,74.6,15.55,30.0,97.9,38.9,60.6,65.7,72.3,6.6
T03030,2026-04-17 14:06:00,14,4,4,day,OP1039,EXC007,Excavator,Site Clearing,Sunny,Rocky,Expert,10.2,6805.4,63.4,14.15,34.6,185.8,22.5,49.5,98.8,100.3,1.5
T03031,2025-07-13 01:24:44,1,6,7,night,OP1004,EXC003,Excavator,Grading,Rainy,Clay,Intermediate,6.3,2488.6,78.1,12.55,34.3,275.4,31.0,37.4,48.0,56.6,8.6
T03032,2025-03-26 10:59:37,10,2,3,day,OP1048,EXC006,Excavator,Earth Excavation,Rainy,Rocky,Beginner,2.2,3182.0,80.6,18.06,27.4,114.1,17.1,37.7,84.9,118.7,33.8
T03033,2025-11-27 10:14:29,10,3,11,day,OP1058,EXC002,Excavator,Foundation Digging,Sunny,Dry,Intermediate,3.3,2566.3,68.4,13.63,28.3,130.2,35.8,31.4,75.2,98.1,22.9
T03034,2026-05-20 08:03:17,8,2,5,day,OP1007,DZR004,Dozer,Transfer,Cloudy,Dry,Beginner,1.2,4558.9,61.7,5.42,37.9,28.6,30.2,65.9,26.8,43.9,17.1
T03035,2026-07-11 09:10:33,9,5,7,day,OP1058,DZR001,Dozer,Site Clearing,Rainy,Dry,Intermediate,3.3,4859.0,72.9,8.4,34.2,106.0,38.9,11.7,84.8,115.0,30.2
T03036,2025-05-03 10:15:46,10,5,5,day,OP1010,BCK004,Backhoe,Earth Excavation,Cloudy,Clay,Intermediate,8.6,1530.7,64.8,0.2,39.6,287.0,28.5,86.6,65.7,70.0,4.3
T03037,2026-03-30 14:40:12,14,0,3,day,OP1009,DZR003,Dozer,Grading,Cloudy,Dry,Intermediate,5.2,5389.3,54.1,8.66,28.1,187.7,21.1,30.2,43.7,47.8,4.1
T03038,2025-03-25 15:10:54,15,1,3,day,OP1051,GRD001,Grader,Material Loading,Sunny,Loose,Expert,11.2,2852.5,45.0,4.59,17.5,156.2,33.2,68.1,34.1,39.7,5.6
T03039,2026-05-15 06:38:28,6,4,5,day,OP1011,GRD001,Grader,Earth Excavation,Sunny,Clay,Intermediate,6.7,5886.7,71.5,17.62,40.4,119.6,37.3,59.4,72.4,93.0,20.6
T03040,2026-03-11 10:07:49,10,2,3,day,OP1012,LDR005,Loader,Site Clearing,Foggy,Dry,Beginner,1.4,3331.2,80.0,12.15,26.2,98.6,47.2,80.5,81.4,132.8,51.4
T03041,2025-04-08 13:43:14,13,1,4,day,OP1037,GRD001,Grader,Site Clearing,Cloudy,Rocky,Expert,24.1,2954.2,78.9,8.73,34.4,232.3,41.7,28.0,88.4,98.6,10.2
T03042,2025-03-04 19:33:02,19,1,3,night,OP1018,LDR005,Loader,Site Clearing,Rainy,Clay,Expert,15.8,618.4,64.9,8.16,31.2,113.2,11.9,50.5,88.8,89.2,0.4
T03043,2025-05-22 18:41:55,18,3,5,night,OP1060,EXC003,Excavator,Transfer,Cloudy,Loose,Expert,10.8,2114.3,90.7,13.71,30.2,158.6,34.8,39.5,26.0,25.6,-0.4
T03044,2025-07-23 09:36:02,9,2,7,day,OP1012,EXC005,Excavator,Earth Excavation,Rainy,Dry,Beginner,1.4,4271.4,80.0,7.38,32.6,245.3,50.9,47.5,74.2,117.1,42.9
T03045,2025-02-05 07:16:57,7,2,2,day,OP1057,EXC007,Excavator,Foundation Digging,Cloudy,Rocky,Beginner,2.8,3620.5,89.4,17.37,24.3,219.7,5,55.3,100.1,119.6,19.5
T03046,2025-08-04 11:14:04,11,0,8,day,OP1040,DZR003,Dozer,Site Clearing,Rainy,Loose,Intermediate,8.2,3650.9,98,9.48,37.0,103.1,37.0,32.2,91.5,120.6,29.1
T03047,2026-09-07 09:49:13,9,0,9,day,OP1034,GRD002,Grader,Demolition,Rainy,Clay,Beginner,1.3,7541.8,46.9,17.02,26.0,158.5,14.3,17.0,141.1,181.9,40.8
T03048,2025-03-17 12:39:15,12,0,3,day,OP1015,BCK002,Backhoe,Foundation Digging,Sunny,Clay,Beginner,0.6,3196.1,68.6,17.86,28.3,115.8,32.5,60.0,84.8,110.2,25.4
T03049,2026-07-09 22:58:06,22,3,7,night,OP1051,EXC002,Excavator,Site Clearing,Cloudy,Clay,Expert,11.2,4205.4,56.5,9.96,30.8,57.5,43.6,78.5,82.3,90.4,8.1
T03050,2025-03-11 13:30:12,13,1,3,day,OP1030,BCK004,Backhoe,Transfer,Sunny,Clay,Intermediate,4.1,1144.8,70.1,13.86,28.0,112.5,27.8,72.8,26.4,25.3,-1.1
T03051,2025-12-31 06:19:39,6,2,12,day,OP1017,EXC005,Excavator,Grading,Windy,Dry,Expert,13.3,5445.7,78.3,14.92,28.3,76.1,16.6,41.9,43.6,41.0,-2.6
T03052,2026-08-08 12:15:03,12,5,8,day,OP1020,EXC006,Excavator,Trenching,Sunny,Rocky,Intermediate,8.4,6832.4,74.6,2.28,28.0,174.0,22.2,68.6,69.8,87.3,17.5
T03053,2025-03-29 08:06:04,8,5,3,day,OP1006,EXC006,Excavator,Demolition,Sunny,Dry,Intermediate,3.3,3203.0,53.5,14.3,26.4,129.2,7.3,78.0,90.5,95.6,5.1
T03054,2025-09-06 18:37:52,18,5,9,night,OP1022,LDR005,Loader,Demolition,Sunny,Loose,Beginner,0.6,1975.9,78.6,16.45,31.5,178.2,40.3,75.7,92.4,143.6,51.2
T03055,2025-01-12 02:37:25,2,6,1,night,OP1060,EXC004,Excavator,Site Clearing,Foggy,Clay,Expert,10.8,968.7,61.8,15.19,24.3,221.2,27.5,47.3,84.2,88.7,4.5
T03056,2026-01-24 18:39:17,18,5,1,night,OP1042,DZR004,Dozer,Foundation Digging,Foggy,Loose,Beginner,1.3,3715.3,80.9,13.41,19.7,153.9,13.7,73.4,94.1,106.6,12.5
T03057,2025-06-28 09:31:30,9,5,6,day,OP1035,LDR005,Loader,Transfer,Rainy,Wet,Beginner,2.8,1462.2,92.2,21.49,40.3,189.4,39.1,90.1,31.7,58.8,27.1
T03058,2026-04-19 01:31:14,1,6,4,night,OP1009,DZR004,Dozer,Earth Excavation,Foggy,Loose,Intermediate,5.2,4330.6,50.4,18.13,26.3,89.0,26.3,63.2,72.8,88.3,15.5
T03059,2025-05-16 14:08:26,14,4,5,day,OP1031,BCK003,Backhoe,Site Clearing,Cloudy,Dry,Expert,22.8,2310.4,75.7,19.46,38.4,142.7,17.1,37.4,70.0,73.6,3.6
T03060,2026-01-28 08:43:18,8,2,1,day,OP1040,LDR005,Loader,Site Clearing,Rainy,Rocky,Intermediate,8.2,3024.1,83.6,12.37,17.1,82.8,31.7,82.5,98.1,106.3,8.2
T03061,2025-02-26 06:44:25,6,2,2,day,OP1016,GRD002,Grader,Transfer,Cloudy,Clay,Beginner,2.9,3467.4,65.1,9.45,26.1,249.1,24.6,81.0,28.2,48.0,19.8
T03062,2025-02-15 09:48:59,9,5,2,day,OP1020,EXC002,Excavator,Site Clearing,Rainy,Wet,Intermediate,8.4,485.7,81.9,10.22,25.1,138.5,37.2,13.1,91.0,102.8,11.8
T03063,2025-04-23 06:26:41,6,2,4,day,OP1038,EXC008,Excavator,Grading,Sunny,Loose,Beginner,2.4,1202.9,54.0,13.3,34.3,160.4,33.3,38.3,39.9,21.8,-18.1
T03064,2026-06-25 07:15:48,7,3,6,day,OP1015,EXC005,Excavator,Site Clearing,Cloudy,Wet,Beginner,0.6,6730.8,80.9,11.24,36.4,55.6,25.6,75.2,93.4,132.8,39.4
T03065,2025-06-18 12:47:57,12,2,6,day,OP1008,EXC003,Excavator,Site Clearing,Cloudy,Rocky,Beginner,1.2,2309.6,98,11.01,30.7,131.8,29.0,29.9,86.8,127.0,40.2
T03066,2025-01-09 08:39:22,8,3,1,day,OP1031,DZR003,Dozer,Transfer,Sunny,Clay,Expert,22.8,2139.0,59.9,14.16,15.6,181.0,31.5,20.3,26.4,27.5,1.1
T03067,2025-08-07 01:56:22,1,3,8,night,OP1001,LDR002,Loader,Demolition,Windy,Dry,Expert,13.7,1763.9,83.6,8.4,33.4,210.9,31.9,21.4,91.6,100.4,8.8
T03068,2026-02-12 06:34:05,6,3,2,day,OP1011,GRD003,Grader,Earth Excavation,Sunny,Dry,Intermediate,6.7,3058.8,60.4,2.64,25.2,205.6,32.5,80.6,59.3,64.9,5.6
T03069,2025-09-03 08:15:40,8,2,9,day,OP1010,EXC002,Excavator,Demolition,Rainy,Dry,Intermediate,8.6,1945.2,85.9,14.41,23.6,289.9,44.3,47.5,104.1,124.7,20.6
T03070,2026-01-03 15:17:54,15,5,1,day,OP1031,EXC002,Excavator,Material Loading,Cloudy,Wet,Expert,22.8,2837.9,65.0,12.52,19.6,65.5,25.4,69.9,38.1,39.5,1.4
T03071,2025-08-02 13:47:41,13,5,8,day,OP1041,EXC007,Excavator,Foundation Digging,Windy,Loose,Intermediate,4.3,4921.9,50.7,17.63,34.8,127.1,7.6,19.5,93.9,89.1,-4.8
T03072,2025-07-21 12:34:48,12,0,7,day,OP1016,EXC008,Excavator,Material Loading,Cloudy,Dry,Beginner,2.9,1854.5,67.4,5.91,32.4,204.3,38.3,77.3,33.0,40.0,7.0
T03073,2026-03-24 09:49:20,9,1,3,day,OP1045,DZR001,Dozer,Site Clearing,Rainy,Wet,Intermediate,6.5,4063.5,92.0,16.51,20.6,64.0,35.7,43.4,96.1,106.8,10.7
T03074,2026-02-14 06:42:31,6,5,2,day,OP1021,LDR005,Loader,Material Loading,Sunny,Loose,Intermediate,4.3,3147.6,85.9,9.84,20.5,204.9,42.7,97.0,34.5,45.4,10.9
T03075,2025-03-31 18:47:03,18,0,3,night,OP1026,LDR002,Loader,Grading,Sunny,Dry,Beginner,2.3,827.3,74.8,18.69,23.8,51.6,26.7,67.7,38.0,36.4,-1.6
T03076,2026-08-03 20:17:42,20,0,8,night,OP1019,DZR003,Dozer,Foundation Digging,Cloudy,Clay,Intermediate,4.5,6310.8,52.9,9.63,31.9,10,26.1,51.0,97.9,114.0,16.1
T03077,2025-04-01 11:30:12,11,1,4,day,OP1032,BCK001,Backhoe,Foundation Digging,Rainy,Dry,Intermediate,3.9,3703.7,88.2,18.52,37.4,305.8,53.5,43.2,90.5,102.5,12.0
T03078,2026-09-01 09:17:18,9,1,9,day,OP1055,EXC002,Excavator,Foundation Digging,Rainy,Dry,Expert,12.2,4595.4,84.9,9.4,31.9,163.9,50.2,76.8,92.7,107.8,15.1
T03079,2026-04-20 08:50:40,8,0,4,day,OP1005,EXC001,Excavator,Foundation Digging,Windy,Rocky,Expert,18.5,5890.5,78.9,3.4,23.7,253.7,32.8,63.8,112.3,119.2,6.9
T03080,2025-05-17 07:30:20,7,5,5,day,OP1002,BCK004,Backhoe,Transfer,Cloudy,Rocky,Expert,18.3,1632.1,73.8,19.21,33.5,263.5,30.3,62.6,30.7,35.3,4.6
T03081,2026-08-15 22:09:00,22,5,8,night,OP1050,EXC008,Excavator,Trenching,Cloudy,Loose,Intermediate,7.7,4704.4,66.7,9.14,27.5,171.6,25.6,47.6,56.5,85.5,29.0
T03082,2026-01-12 14:02:52,14,0,1,day,OP1052,DZR001,Dozer,Grading,Rainy,Rocky,Intermediate,5.8,3546.4,40.8,16.37,22.9,250.4,50.3,64.9,58.6,79.3,20.7
T03083,2025-02-01 00:30:56,0,5,2,night,OP1049,DZR001,Dozer,Earth Excavation,Cloudy,Clay,Beginner,0.8,1023.8,73.6,12.94,21.4,193.5,28.8,33.5,65.7,91.4,25.7
T03084,2026-03-28 18:47:48,18,5,3,night,OP1008,EXC004,Excavator,Foundation Digging,Cloudy,Loose,Beginner,1.2,4185.6,82.8,19.0,22.2,182.2,21.3,13.9,86.6,134.2,47.6
T03085,2026-04-22 02:54:49,2,2,4,night,OP1056,BCK002,Backhoe,Trenching,Rainy,Loose,Intermediate,4.7,6120.5,58.0,20.32,23.6,77.8,52.7,37.0,72.7,91.4,18.7
T03086,2025-10-21 08:25:11,8,1,10,day,OP1025,LDR005,Loader,Demolition,Sunny,Wet,Expert,17.0,2301.3,92.8,11.44,26.7,199.1,48.8,14.0,100.3,103.5,3.2
T03087,2026-06-09 02:41:57,2,1,6,night,OP1007,LDR003,Loader,Site Clearing,Cloudy,Dry,Beginner,1.2,4696.7,49.2,7.36,41.1,103.1,34.5,13.8,76.2,89.1,12.9
T03088,2025-04-05 11:33:45,11,5,4,day,OP1044,GRD003,Grader,Foundation Digging,Windy,Rocky,Beginner,1.1,775.4,53.1,14.72,33.0,151.7,33.9,23.3,96.9,99.7,2.8
T03089,2026-08-21 07:20:25,7,4,8,day,OP1038,GRD003,Grader,Foundation Digging,Rainy,Clay,Beginner,2.4,4446.0,97.0,13.28,28.4,14.7,41.7,74.1,104.9,136.4,31.5
T03090,2025-11-19 11:38:29,11,2,11,day,OP1036,LDR002,Loader,Demolition,Windy,Clay,Intermediate,3.3,2526.0,72.1,8.89,26.9,140.0,11.8,80.7,103.6,97.3,-6.3
T03091,2026-07-02 14:40:50,14,3,7,day,OP1022,BCK001,Backhoe,Foundation Digging,Rainy,Clay,Beginner,0.6,7040.7,53.1,7.56,42.3,72.9,25.7,48.5,115.8,147.9,32.1
T03092,2025-07-18 02:45:31,2,4,7,night,OP1026,EXC007,Excavator,Trenching,Cloudy,Clay,Beginner,2.3,4809.0,89.9,13.1,29.8,269.0,19.5,18.4,59.4,72.9,13.5
T03093,2026-08-25 13:57:18,13,1,8,day,OP1006,BCK002,Backhoe,Transfer,Cloudy,Wet,Intermediate,3.3,7036.3,89.7,15.97,30.5,211.6,26.0,58.6,33.3,55.1,21.8
T03094,2025-12-09 18:49:11,18,1,12,night,OP1004,EXC005,Excavator,Trenching,Sunny,Dry,Intermediate,6.3,5288.9,52.0,14.2,23.5,85.5,7.3,39.5,53.4,48.7,-4.7
T03095,2025-10-17 14:08:38,14,4,10,day,OP1012,LDR005,Loader,Grading,Foggy,Wet,Beginner,1.4,2273.9,76.2,7.19,31.8,138.3,39.8,54.8,49.9,73.9,24.0
T03096,2026-06-25 10:43:19,10,3,6,day,OP1024,DZR001,Dozer,Trenching,Rainy,Loose,Beginner,1.5,4742.6,67.6,15.62,34.2,262.4,5,80.1,65.2,69.2,4.0
T03097,2026-04-11 12:56:12,12,5,4,day,OP1023,EXC002,Excavator,Earth Excavation,Cloudy,Loose,Beginner,2.1,3552.6,77.4,9.52,31.6,188.7,39.4,26.1,65.4,107.2,41.8
T03098,2026-02-10 07:42:46,7,1,2,day,OP1056,EXC005,Excavator,Earth Excavation,Sunny,Loose,Intermediate,4.7,5745.4,63.9,6.81,24.3,10,38.6,39.8,68.8,84.1,15.3
T03099,2025-01-08 09:01:51,9,2,1,day,OP1010,EXC001,Excavator,Foundation Digging,Foggy,Clay,Intermediate,8.6,2481.4,76.9,15.82,9.1,181.4,33.8,93.9,94.0,88.7,-5.3
T03100,2025-05-30 00:12:12,0,4,5,night,OP1010,EXC004,Excavator,Trenching,Foggy,Loose,Intermediate,8.6,1975.3,76.9,10.34,40.3,260.3,16.5,73.4,54.0,58.8,4.8
T03101,2025-04-30 10:17:51,10,2,4,day,OP1035,BCK002,Backhoe,Trenching,Windy,Loose,Beginner,2.8,3516.6,47.7,16.68,34.9,309.9,59.8,52.0,55.3,75.7,20.4
T03102,2025-10-17 01:09:49,1,4,10,night,OP1024,EXC001,Excavator,Foundation Digging,Windy,Clay,Beginner,1.5,4537.6,62.3,12.29,23.9,203.9,7.5,69.6,95.6,114.6,19.0
T03103,2026-06-19 15:54:39,15,4,6,day,OP1030,GRD002,Grader,Demolition,Windy,Rocky,Intermediate,4.1,6959.6,94.8,8.59,31.3,71.1,18.4,84.3,142.8,156.7,13.9
T03104,2025-07-28 20:32:57,20,0,7,night,OP1060,EXC006,Excavator,Site Clearing,Sunny,Clay,Expert,10.8,4090.1,71.5,13.87,27.1,157.2,27.0,46.7,79.6,87.5,7.9
T03105,2025-02-14 21:29:12,21,4,2,night,OP1005,BCK004,Backhoe,Trenching,Cloudy,Clay,Expert,18.5,964.7,62.4,11.81,12.0,150.5,35.6,87.0,54.4,66.9,12.5
T03106,2025-10-22 07:30:31,7,2,10,day,OP1003,EXC003,Excavator,Site Clearing,Cloudy,Rocky,Expert,20.4,3227.8,79.1,16.01,29.5,189.7,9.7,67.2,89.4,86.3,-3.1
T03107,2026-04-16 01:20:37,1,3,4,night,OP1045,EXC008,Excavator,Demolition,Sunny,Dry,Intermediate,6.5,3814.8,62.8,13.01,37.8,51.9,22.3,20.5,92.6,101.1,8.5
T03108,2025-11-15 13:29:15,13,5,11,day,OP1028,EXC003,Excavator,Site Clearing,Cloudy,Wet,Beginner,1.6,3404.8,62.4,14.71,22.3,83.7,39.2,86.9,82.7,111.6,28.9
