event_id,timestamp,machine_id,machine_type,operator_id,shift_type,event_type,speed_kmh,worker_distance_m,engine_temp_c,weather,seatbelt_status,risk_level,response_time_sec,resolved
EVT00380,2025-09-23 16:18:00,EXC005,Excavator,OP1044,day,normal,8.67,0.5,81.8,Windy,Unfastened,HIGH,1,True
EVT00381,2025-09-23 16:36:00,EXC005,Excavator,OP1044,day,normal,3.54,17.7,86.7,Windy,Unfastened,LOW,10.8,True
EVT00382,2025-09-23 16:56:00,EXC005,Excavator,OP1044,day,normal,4.63,1.3,82.9,Windy,Unfastened,MEDIUM,3.4,True
EVT00383,2025-09-23 17:28:00,EXC005,Excavator,OP1044,day,normal,6.12,17.5,87.7,Windy,Unfastened,LOW,3.9,True
EVT00384,2025-09-23 17:48:00,EXC005,Excavator,OP1044,day,normal,4.14,27.8,88.6,Windy,Unfastened,LOW,9.5,True
EVT00385,2025-09-23 17:54:00,EXC005,Excavator,OP1044,day,normal,5.97,0.5,88.6,Windy,Fastened,HIGH,9.4,True
EVT00386,2025-07-21 18:40:00,GRD003,Grader,OP1056,night,normal,3.96,23.7,85.4,Rainy,Unfastened,LOW,11.8,True
EVT00387,2025-07-21 18:50:00,GRD003,Grader,OP1056,night,normal,2.16,0.5,87.9,Rainy,Unfastened,MEDIUM,5.1,True
EVT00388,2025-07-21 19:10:00,GRD003,Grader,OP1056,night,normal,3.05,22.5,90.9,Rainy,Unfastened,LOW,1,True
EVT00389,2025-07-21 19:38:00,GRD003,Grader,OP1056,night,normal,4.35,9.5,94.4,Rainy,Unfastened,LOW,10.2,False
EVT00390,2025-07-21 19:56:00,GRD003,Grader,OP1056,night,normal,6.7,2.5,84.8,Rainy,Fastened,HIGH,1,True
EVT00391,2025-07-21 20:20:00,GRD003,Grader,OP1056,night,normal,4.35,30.3,81.8,Rainy,Unfastened,LOW,4.5,False
EVT00392,2025-07-21 20:28:00,GRD003,Grader,OP1056,night,normal,4.59,8.4,84.9,Rainy,Unfastened,LOW,3.6,True
EVT00393,2025-07-21 21:00:00,GRD003,Grader,OP1056,night,normal,2.77,10.6,88.8,Rainy,Unfastened,LOW,4.5,True
EVT00394,2025-07-21 21:40:00,GRD003,Grader,OP1056,night,normal,3.39,38.0,85.3,Rainy,Unfastened,LOW,6.7,False
EVT00395,2025-07-21 21:44:00,GRD003,Grader,OP1056,night,normal,4.23,23.8,90.3,Rainy,Unfastened,LOW,13.5,True
EVT00396,2025-07-21 22:02:00,GRD003,Grader,OP1056,night,temp_spike,3.88,14.0,115.6,Rainy,Fastened,MEDIUM,4.9,True
EVT00397,2025-07-21 22:04:00,GRD003,Grader,OP1056,night,temp_spike,4.07,9.3,110.1,Rainy,Unfastened,MEDIUM,10.2,True
EVT00398,2025-07-21 22:06:00,GRD003,Grader,OP1056,night,temp_spike,2.65,22.3,111.6,Rainy,Fastened,MEDIUM,3.5,True
EVT00399,2025-07-21 22:08:00,GRD003,Grader,OP1056,night,temp_spike,3.21,20.5,108.7,Rainy,Fastened,MEDIUM,5.3,True
EVT00400,2025-07-21 22:10:00,GRD003,Grader,OP1056,night,temp_spike,4.95,20.7,111.2,Rainy,Fastened,MEDIUM,7.9,False
EVT00401,2025-07-21 22:14:00,GRD003,Grader,OP1056,night,temp_spike,2.62,18.2,111.4,Rainy,Fastened,MEDIUM,10.7,True
EVT00402,2025-07-21 22:16:00,GRD003,Grader,OP1056,night,temp_spike,3.66,17.7,107.9,Rainy,Unfastened,MEDIUM,11.4,True
EVT00403,2025-07-21 22:18:00,GRD003,Grader,OP1056,night,temp_spike,4.11,24.4,112.6,Rainy,Unfastened,MEDIUM,2.8,True
EVT00404,2025-07-21 22:20:00,GRD003,Grader,OP1056,night,temp_spike,3.22,19.9,111.8,Rainy,Fastened,MEDIUM,4.9,False
EVT00405,2025-07-21 22:22:00,GRD003,Grader,OP1056,night,temp_spike,5.21,6.6,111.3,Rainy,Fastened,MEDIUM,5.1,True
EVT00406,2025-07-21 22:24:00,GRD003,Grader,OP1056,night,temp_spike,4.4,19.8,104.0,Rainy,Unfastened,MEDIUM,7.7,True
EVT00407,2025-07-21 22:26:00,GRD003,Grader,OP1056,night,temp_spike,8.03,17.5,109.4,Rainy,Fastened,MEDIUM,5.7,False
EVT00408,2025-07-21 22:28:00,GRD003,Grader,OP1056,night,temp_spike,4.95,14.6,108.6,Rainy,Fastened,MEDIUM,4.9,True
EVT00409,2025-07-21 22:30:00,GRD003,Grader,OP1056,night,temp_spike,3.58,36.1,102.3,Rainy,Unfastened,MEDIUM,1,True
EVT00410,2025-07-21 22:32:00,GRD003,Grader,OP1056,night,temp_spike,4.08,26.9,113.6,Rainy,Fastened,MEDIUM,2.2,False
EVT00411,2025-07-21 22:34:00,GRD003,Grader,OP1056,night,temp_spike,3.87,24.0,111.6,Rainy,Fastened,MEDIUM,7.2,True
EVT00412,2025-07-21 22:36:00,GRD003,Grader,OP1056,night,temp_spike,3.53,7.1,111.4,Rainy,Fastened,MEDIUM,15.0,True
EVT00413,2025-07-21 22:38:00,GRD003,Grader,OP1056,night,temp_spike,4.29,13.5,106.4,Rainy,Fastened,MEDIUM,7.2,True
EVT00414,2025-07-21 22:40:00,GRD003,Grader,OP1056,night,temp_spike,1.68,13.7,108.8,Rainy,Fastened,MEDIUM,2.6,True
EVT00415,2025-07-21 22:42:00,GRD003,Grader,OP1056,night,temp_spike,3.67,10.9,106.7,Rainy,Fastened,MEDIUM,1,False
EVT00416,2025-07-21 22:44:00,GRD003,Grader,OP1056,night,temp_spike,4.38,17.5,106.8,Rainy,Fastened,MEDIUM,10.8,True
EVT00417,2025-07-21 23:20:00,GRD003,Grader,OP1056,night,normal,4.42,8.3,85.6,Rainy,Unfastened,LOW,7.6,True
EVT00418,2025-07-21 23:58:00,GRD003,Grader,OP1056,night,erratic_accel,4.06,18.5,89.9,Rainy,Unfastened,LOW,7.0,False
EVT00419,2025-07-22 00:10:00,GRD003,Grader,OP1056,night,normal,2.67,7.7,86.2,Rainy,Unfastened,MEDIUM,4.6,True
EVT00420,2025-07-22 00:12:00,GRD003,Grader,OP1056,night,normal,3.79,25.7,85.2,Rainy,Unfastened,LOW,3.7,True
EVT00421,2025-07-22 00:24:00,GRD003,Grader,OP1056,night,normal,5.21,18.3,82.3,Rainy,Unfastened,LOW,12.1,True
EVT00422,2025-07-22 00:42:00,GRD003,Grader,OP1056,night,normal,2.4,0.7,83.0,Rainy,Unfastened,MEDIUM,7.1,True
EVT00423,2025-07-22 01:00:00,GRD003,Grader,OP1056,night,erratic_accel,3.86,10.1,86.1,Rainy,Unfastened,LOW,5.8,True
EVT00424,2025-07-22 01:34:00,GRD003,Grader,OP1056,night,erratic_accel,5.24,2.6,81.4,Rainy,Fastened,HIGH,8.6,True
EVT00425,2025-07-22 01:52:00,GRD003,Grader,OP1056,night,erratic_accel,3.7,18.5,85.9,Rainy,Unfastened,LOW,3.9,True
EVT00426,2025-07-22 02:10:00,GRD003,Grader,OP1056,night,normal,5.07,28.5,84.6,Rainy,Unfastened,LOW,8.4,True
EVT00427,2025-07-22 02:14:00,GRD003,Grader,OP1056,night,normal,5.66,31.6,88.2,Rainy,Unfastened,LOW,2.8,True
EVT00428,2025-07-22 02:18:00,GRD003,Grader,OP1056,night,normal,5.16,4.5,83.6,Rainy,Unfastened,MEDIUM,5.0,True
EVT00429,2025-07-22 02:22:00,GRD003,Grader,OP1056,night,normal,3.56,19.1,83.9,Rainy,Unfastened,LOW,11.0,True
EVT00430,2025-07-22 02:42:00,GRD003,Grader,OP1056,night,normal,2.76,20.5,83.9,Rainy,Unfastened,LOW,4.3,False
EVT00431,2025-07-22 02:50:00,GRD003,Grader,OP1056,night,normal,3.14,30.3,87.7,Rainy,Unfastened,LOW,2.6,True
EVT00432,2025-07-22 03:20:00,GRD003,Grader,OP1056,night,normal,4.15,16.6,85.2,Rainy,Unfastened,LOW,1.3,True
EVT00433,2025-07-22 03:34:00,GRD003,Grader,OP1056,night,normal,5.63,15.5,86.1,Rainy,Unfastened,LOW,9.9,False
EVT00434,2025-07-22 04:06:00,GRD003,Grader,OP1056,night,normal,4.43,17.3,86.4,Rainy,Unfastened,LOW,3.5,False
EVT00435,2025-07-22 04:20:00,GRD003,Grader,OP1056,night,normal,5.62,21.4,82.4,Rainy,Unfastened,LOW,9.0,True
EVT00436,2025-07-22 04:22:00,GRD003,Grader,OP1056,night,normal,3.53,4.5,88.4,Rainy,Unfastened,MEDIUM,1.9,True
EVT00437,2025-07-22 05:20:00,GRD003,Grader,OP1056,night,normal,4.21,20.9,89.6,Rainy,Unfastened,LOW,8.1,False
EVT00438,2025-07-22 05:32:00,GRD003,Grader,OP1056,night,normal,4.98,7.9,86.8,Rainy,Unfastened,MEDIUM,9.1,True
EVT00439,2025-11-20 06:48:00,EXC002,Excavator,OP1029,day,normal,2.82,29.3,88.6,Sunny,Unfastened,LOW,7.8,True
EVT00440,2025-11-20 07:52:00,EXC002,Excavator,OP1029,day,normal,7.26,18.2,83.5,Sunny,Unfastened,LOW,6.3,False
EVT00441,2025-11-20 08:14:00,EXC002,Excavator,OP1029,day,normal,3.7,15.1,86.0,Sunny,Unfastened,LOW,1,True
EVT00442,2025-11-20 08:46:00,EXC002,Excavator,OP1029,day,overspeed,12.8,2.0,88.9,Sunny,Fastened,HIGH,2.7,True
EVT00443,2025-11-20 09:34:00,EXC002,Excavator,OP1029,day,normal,4.79,25.4,85.1,Sunny,Unfastened,LOW,2.1,True
EVT00444,2025-11-20 09:36:00,EXC002,Excavator,OP1029,day,normal,5.5,15.2,81.8,Sunny,Unfastened,LOW,11.5,True
EVT00445,2025-11-20 09:38:00,EXC002,Excavator,OP1029,day,normal,4.88,20.5,87.1,Sunny,Unfastened,LOW,7.6,True
EVT00446,2025-11-20 09:42:00,EXC002,Excavator,OP1029,day,normal,3.65,26.6,86.6,Sunny,Unfastened,LOW,3.1,False
EVT00447,2025-11-20 09:44:00,EXC002,Excavator,OP1029,day,normal,4.41,18.9,90.0,Sunny,Unfastened,LOW,7.1,False
EVT00448,2025-11-20 09:52:00,EXC002,Excavator,OP1029,day,normal,8.4,29.0,86.9,Sunny,Unfastened,LOW,3.2,True
EVT00449,2025-11-20 10:12:00,EXC002,Excavator,OP1029,day,normal,2.39,5.6,83.7,Sunny,Unfastened,MEDIUM,11.2,True
EVT00450,2025-11-20 10:40:00,EXC002,Excavator,OP1029,day,normal,5.69,7.9,90.1,Sunny,Unfastened,MEDIUM,15.9,True
EVT00451,2025-11-20 10:46:00,EXC002,Excavator,OP1029,day,normal,8.22,26.0,84.2,Sunny,Unfastened,LOW,5.9,True
EVT00452,2025-11-20 10:56:00,EXC002,Excavator,OP1029,day,normal,5.1,9.5,83.8,Sunny,Unfastened,LOW,12.2,True
EVT00453,2025-11-20 11:00:00,EXC002,Excavator,OP1029,day,normal,4.07,10.2,88.1,Sunny,Unfastened,LOW,6.7,True
EVT00454,2025-11-20 11:32:00,EXC002,Excavator,OP1029,day,normal,6.97,5.8,89.5,Sunny,Unfastened,MEDIUM,11.7,False
EVT00455,2025-11-20 11:50:00,EXC002,Excavator,OP1029,day,normal,6.34,7.7,86.8,Sunny,Unfastened,MEDIUM,1,True
EVT00456,2025-11-20 12:04:00,EXC002,Excavator,OP1029,day,normal,5.87,19.0,90.3,Sunny,Unfastened,LOW,6.8,True
EVT00457,2025-11-20 12:08:00,EXC002,Excavator,OP1029,day,normal,4.16,25.7,86.5,Sunny,Unfastened,LOW,8.6,False
EVT00458,2025-11-20 12:54:00,EXC002,Excavator,OP1029,day,normal,2.29,30.5,89.0,Sunny,Unfastened,LOW,4.9,True
EVT00459,2025-11-20 13:04:00,EXC002,Excavator,OP1029,day,normal,7.98,15.3,90.1,Sunny,Unfastened,LOW,3.1,True
EVT00460,2025-11-20 13:14:00,EXC002,Excavator,OP1029,day,normal,6.4,11.0,79.0,Sunny,Unfastened,LOW,4.6,True
EVT00461,2025-11-20 13:28:00,EXC002,Excavator,OP1029,day,normal,2.65,17.1,88.5,Sunny,Unfastened,LOW,8.0,True
EVT00462,2025-11-20 13:50:00,EXC002,Excavator,OP1029,day,normal,5.93,0.5,85.9,Sunny,Fastened,HIGH,16.5,True
EVT00463,2025-11-20 13:52:00,EXC002,Excavator,OP1029,day,normal,4.66,24.3,83.2,Sunny,Unfastened,LOW,6.2,True
EVT00464,2025-11-20 14:24:00,EXC002,Excavator,OP1029,day,normal,7.12,12.2,92.0,Sunny,Unfastened,LOW,8.6,True
EVT00465,2025-11-20 14:26:00,EXC002,Excavator,OP1029,day,normal,6.71,1.9,88.6,Sunny,Fastened,HIGH,3.8,False
EVT00466,2025-11-20 14:44:00,EXC002,Excavator,OP1029,day,proximity_breach,9.55,0.3,89.0,Sunny,Fastened,HIGH,10.5,True
EVT00467,2025-11-20 14:46:00,EXC002,Excavator,OP1029,day,proximity_breach,8.75,2.3,83.1,Sunny,Fastened,HIGH,1,True
EVT00468,2025-11-20 14:48:00,EXC002,Excavator,OP1029,day,proximity_breach,6.98,2.6,83.7,Sunny,Fastened,HIGH,5.9,True
EVT00469,2025-11-20 14:50:00,EXC002,Excavator,OP1029,day,proximity_breach,7.31,0.5,82.4,Sunny,Fastened,HIGH,9.3,True
EVT00470,2025-11-20 14:54:00,EXC002,Excavator,OP1029,day,proximity_breach,5.91,2.2,83.9,Sunny,Fastened,HIGH,2.8,True
EVT00471,2025-11-20 14:56:00,EXC002,Excavator,OP1029,day,proximity_breach,6.84,2.5,83.5,Sunny,Fastened,HIGH,7.5,True
EVT00472,2025-11-20 14:58:00,EXC002,Excavator,OP1029,day,proximity_breach,6.29,2.3,91.1,Sunny,Fastened,HIGH,17.6,False
EVT00473,2025-11-20 15:00:00,EXC002,Excavator,OP1029,day,proximity_breach,8.91,1.3,85.4,Sunny,Fastened,HIGH,2.6,False
EVT00474,2025-11-20 15:02:00,EXC002,Excavator,OP1029,day,proximity_breach,7.97,0.8,84.0,Sunny,Fastened,HIGH,7.7,True
EVT00475,2025-11-20 15:04:00,EXC002,Excavator,OP1029,day,proximity_breach,8.93,1.9,87.9,Sunny,Fastened,HIGH,5.6,True
EVT00476,2025-11-20 15:06:00,EXC002,Excavator,OP1029,day,proximity_breach,7.69,2.1,86.2,Sunny,Fastened,HIGH,10.7,True
EVT00477,2025-11-20 15:08:00,EXC002,Excavator,OP1029,day,proximity_breach,9.54,1.3,87.7,Sunny,Fastened,HIGH,9.7,True
EVT00478,2025-11-20 15:10:00,EXC002,Excavator,OP1029,day,proximity_breach,7.44,1.7,89.5,Sunny,Fastened,HIGH,7.1,True
EVT00479,2025-11-20 15:12:00,EXC002,Excavator,OP1029,day,proximity_breach,5.81,0.6,90.9,Sunny,Unfastened,HIGH,9.3,True
EVT00480,2025-11-20 15:14:00,EXC002,Excavator,OP1029,day,proximity_breach,5.69,1.8,83.4,Sunny,Fastened,HIGH,6.8,True
EVT00481,2025-11-20 15:18:00,EXC002,Excavator,OP1029,day,high_fuel,6.91,18.4,93.6,Sunny,Unfastened,LOW,4.8,True
EVT00482,2025-11-20 15:30:00,EXC002,Excavator,OP1029,day,high_fuel,5.6,12.2,88.3,Sunny,Unfastened,LOW,4.8,False
EVT00483,2025-11-20 15:34:00,EXC002,Excavator,OP1029,day,high_fuel,7.05,0.5,85.6,Sunny,Fastened,HIGH,10.1,False
EVT00484,2025-11-20 15:36:00,EXC002,Excavator,OP1029,day,high_fuel,3.44,26.1,91.8,Sunny,Unfastened,LOW,9.5,False
EVT00485,2025-11-20 15:48:00,EXC002,Excavator,OP1029,day,high_fuel,5.12,27.9,88.6,Sunny,Unfastened,LOW,13.5,True
EVT00486,2025-11-20 16:08:00,EXC002,Excavator,OP1029,day,normal,6.44,16.1,89.0,Sunny,Unfastened,LOW,13.1,False
EVT00487,2025-11-20 16:12:00,EXC002,Excavator,OP1029,day,normal,4.61,27.5,86.4,Sunny,Unfastened,LOW,16.3,False
EVT00488,2025-11-20 17:16:00,EXC002,Excavator,OP1029,day,normal,7.45,17.5,83.3,Sunny,Unfastened,LOW,14.0,True
EVT00489,2025-11-20 17:30:00,EXC002,Excavator,OP1029,day,normal,5.12,35.2,87.7,Sunny,Unfastened,LOW,6.3,False
EVT00490,2025-11-20 17:54:00,EXC002,Excavator,OP1029,day,normal,4.04,26.6,88.7,Sunny,Unfastened,LOW,5.7,True
EVT00491,2026-08-11 06:14:00,GRD002,Grader,OP1027,day,normal,6.62,0.5,61.0,Sunny,Fastened,HIGH,5.8,True
EVT00492,2026-08-11 06:26:00,GRD002,Grader,OP1027,day,normal,4.27,8.4,85.1,Sunny,Unfastened,LOW,4.6,True
EVT00493,2026-08-11 06:30:00,GRD002,Grader,OP1027,day,normal,3.87,15.7,85.0,Sunny,Unfastened,LOW,11.6,False
EVT00494,2026-08-11 06:38:00,GRD002,Grader,OP1027,day,normal,7.68,5.2,91.8,Sunny,Unfastened,MEDIUM,9.6,False
EVT00495,2026-08-11 06:44:00,GRD002,Grader,OP1027,day,normal,8.09,26.2,87.0,Sunny,Unfastened,LOW,4.7,True
EVT00496,2026-08-11 06:50:00,GRD002,Grader,OP1027,day,normal,5.63,19.5,85.9,Sunny,Unfastened,LOW,12.6,True
EVT00497,2026-08-11 07:28:00,GRD002,Grader,OP1027,day,normal,3.9,32.0,91.3,Sunny,Unfastened,LOW,1.0,False
EVT00498,2026-08-11 07:46:00,GRD002,Grader,OP1027,day,normal,5.46,16.8,84.2,Sunny,Unfastened,LOW,8.8,True
EVT00499,2026-08-11 07:58:00,GRD002,Grader,OP1027,day,normal,2.91,9.9,88.6,Sunny,Unfastened,LOW,9.2,True
EVT00500,2026-08-11 08:16:00,GRD002,Grader,OP1027,day,normal,4.84,7.2,86.6,Sunny,Unfastened,MEDIUM,12.2,False
EVT00501,2026-08-11 08:20:00,GRD002,Grader,OP1027,day,normal,6.35,17.0,84.3,Sunny,Unfastened,LOW,8.6,True
EVT00502,2026-08-11 08:46:00,GRD002,Grader,OP1027,day,normal,5.78,0.5,92.1,Sunny,Fastened,HIGH,1.5,True
EVT00503,2026-08-11 09:24:00,GRD002,Grader,OP1027,day,normal,5.92,2.7,93.5,Sunny,Fastened,HIGH,9.9,True
EVT00504,2026-08-11 09:30:00,GRD002,Grader,OP1027,day,normal,7.04,6.9,88.1,Sunny,Unfastened,MEDIUM,7.3,True
EVT00505,2026-08-11 09:44:00,GRD002,Grader,OP1027,day,normal,7.32,0.6,87.2,Sunny,Fastened,HIGH,6.2,True
EVT00506,2026-08-11 10:38:00,GRD002,Grader,OP1027,day,normal,4.74,25.2,87.2,Sunny,Unfastened,LOW,9.3,True
EVT00507,2026-08-11 10:40:00,GRD002,Grader,OP1027,day,normal,4.19,17.0,88.8,Sunny,Unfastened,LOW,1,True
EVT00508,2026-08-11 10:52:00,GRD002,Grader,OP1027,day,normal,9.5,24.2,85.0,Sunny,Unfastened,LOW,7.0,True
EVT00509,2026-08-11 10:58:00,GRD002,Grader,OP1027,day,normal,5.65,18.7,95.3,Sunny,Unfastened,LOW,5.2,False
EVT00510,2026-08-11 11:02:00,GRD002,Grader,OP1027,day,normal,4.19,5.6,87.7,Sunny,Unfastened,MEDIUM,1.7,False
EVT00511,2026-08-11 11:08:00,GRD002,Grader,OP1027,day,normal,10.42,20.8,89.6,Sunny,Unfastened,LOW,10.8,True
EVT00512,2026-08-11 11:10:00,GRD002,Grader,OP1027,day,normal,7.92,12.1,87.3,Sunny,Unfastened,LOW,8.2,True
EVT00513,2026-08-11 12:28:00,GRD002,Grader,OP1027,day,normal,6.36,0.5,86.0,Sunny,Fastened,HIGH,4.2,True
EVT00514,2026-08-11 12:38:00,GRD002,Grader,OP1027,day,normal,6.66,6.5,88.8,Sunny,Unfastened,MEDIUM,4.8,True
EVT00515,2026-08-11 12:42:00,GRD002,Grader,OP1027,day,normal,6.43,41.5,87.7,Sunny,Unfastened,LOW,1.1,True
EVT00516,2026-08-11 13:14:00,GRD002,Grader,OP1027,day,normal,7.47,23.6,93.2,Sunny,Unfastened,LOW,12.4,True
EVT00517,2026-08-11 13:16:00,GRD002,Grader,OP1027,day,normal,6.24,17.6,88.7,Sunny,Unfastened,LOW,1,False
EVT00518,2026-08-11 14:10:00,GRD002,Grader,OP1027,day,erratic_accel,4.47,13.6,88.2,Sunny,Unfastened,LOW,8.6,False
EVT00519,2026-08-11 14:30:00,GRD002,Grader,OP1027,day,normal,4.98,14.1,87.3,Sunny,Unfastened,LOW,3.9,False
EVT00520,2026-08-11 14:36:00,GRD002,Grader,OP1027,day,normal,4.41,3.4,86.6,Sunny,Unfastened,MEDIUM,10.0,True
EVT00521,2026-08-11 15:20:00,GRD002,Grader,OP1027,day,normal,7.75,15.5,84.5,Sunny,Unfastened,LOW,9.5,True
EVT00522,2026-08-11 15:22:00,GRD002,Grader,OP1027,day,normal,5.2,2.2,87.2,Sunny,Fastened,HIGH,12.1,True
EVT00523,2026-08-11 15:26:00,GRD002,Grader,OP1027,day,normal,6.52,20.2,90.1,Sunny,Unfastened,LOW,7.9,True
EVT00524,2026-08-11 15:32:00,GRD002,Grader,OP1027,day,normal,6.85,16.2,85.7,Sunny,Unfastened,LOW,8.8,True
EVT00525,2026-08-11 16:46:00,GRD002,Grader,OP1027,day,erratic_accel,5.39,17.8,89.5,Sunny,Unfastened,LOW,10.8,True
EVT00526,2026-08-11 16:54:00,GRD002,Grader,OP1027,day,erratic_accel,5.18,14.1,87.1,Sunny,Unfastened,LOW,8.0,True
EVT00527,2026-08-11 17:58:00,GRD002,Grader,OP1027,day,normal,4.93,3.6,81.1,Sunny,Unfastened,MEDIUM,9.9,True
EVT00528,2026-09-07 06:34:00,LDR001,Loader,OP1034,day,normal,2.23,19.6,87.6,Windy,Unfastened,LOW,2.1,True
EVT00529,2026-09-07 06:36:00,LDR001,Loader,OP1034,day,normal,6.84,1.9,93.3,Windy,Fastened,HIGH,10.4,True
EVT00530,2026-09-07 07:06:00,LDR001,Loader,OP1034,day,normal,5.81,23.3,84.7,Windy,Unfastened,LOW,6.1,True
EVT00531,2026-09-07 07:12:00,LDR001,Loader,OP1034,day,normal,6.56,11.9,90.8,Windy,Unfastened,LOW,9.7,True
EVT00532,2026-09-07 07:14:00,LDR001,Loader,OP1034,day,normal,6.85,8.6,90.1,Windy,Unfastened,LOW,6.2,True
EVT00533,2026-09-07 07:46:00,LDR001,Loader,OP1034,day,normal,7.16,14.5,82.2,Windy,Unfastened,LOW,11.9,True
EVT00534,2026-09-07 08:00:00,LDR001,Loader,OP1034,day,normal,3.31,26.5,87.1,Windy,Unfastened,LOW,6.1,False
EVT00535,2026-09-07 08:12:00,LDR001,Loader,OP1034,day,normal,6.89,1.8,88.4,Windy,Fastened,HIGH,8.1,True
EVT00536,2026-09-07 08:34:00,LDR001,Loader,OP1034,day,normal,5.29,44.9,87.0,Windy,Unfastened,LOW,3.5,True
EVT00537,2026-09-07 08:50:00,LDR001,Loader,OP1034,day,normal,7.71,0.5,83.1,Windy,Fastened,HIGH,7.2,False
EVT00538,2026-09-07 09:10:00,LDR001,Loader,OP1034,day,normal,5.86,14.3,83.4,Windy,Unfastened,LOW,12.7,True
EVT00539,2026-09-07 09:18:00,LDR001,Loader,OP1034,day,normal,6.39,6.6,83.8,Windy,Unfastened,MEDIUM,7.1,False
EVT00540,2026-09-07 09:32:00,LDR001,Loader,OP1034,day,normal,5.47,20.2,86.2,Windy,Unfastened,LOW,12.1,False
EVT00541,2026-09-07 09:52:00,LDR001,Loader,OP1034,day,normal,5.36,22.1,87.2,Windy,Unfastened,LOW,10.5,False
EVT00542,2026-09-07 10:06:00,LDR001,Loader,OP1034,day,normal,6.77,2.6,85.6,Windy,Fastened,HIGH,8.1,True
EVT00543,2026-09-07 10:40:00,LDR001,Loader,OP1034,day,overspeed,16.13,21.0,85.8,Windy,Unfastened,LOW,5.9,False
EVT00544,2026-09-07 10:42:00,LDR001,Loader,OP1034,day,overspeed,10.35,14.4,83.7,Windy,Unfastened,LOW,4.9,False
EVT00545,2026-09-07 11:18:00,LDR001,Loader,OP1034,day,normal,3.83,26.6,84.0,Windy,Unfastened,LOW,5.4,True
EVT00546,2026-09-07 11:20:00,LDR001,Loader,OP1034,day,normal,8.02,13.8,85.1,Windy,Unfastened,LOW,6.3,True
EVT00547,2026-09-07 11:22:00,LDR001,Loader,OP1034,day,normal,3.81,22.7,83.2,Windy,Unfastened,LOW,6.6,False
EVT00548,2026-09-07 12:04:00,LDR001,Loader,OP1034,day,normal,4.64,8.9,86.7,Windy,Unfastened,LOW,5.6,True
EVT00549,2026-09-07 12:28:00,LDR001,Loader,OP1034,day,normal,7.89,1.1,86.0,Windy,Fastened,HIGH,9.7,True
EVT00550,2026-09-07 12:54:00,LDR001,Loader,OP1034,day,normal,3.0,7.1,81.9,Windy,Unfastened,MEDIUM,1,True
EVT00551,2026-09-07 13:20:00,LDR001,Loader,OP1034,day,normal,7.15,22.9,87.5,Windy,Unfastened,LOW,6.0,False
EVT00552,2026-09-07 13:24:00,LDR001,Loader,OP1034,day,normal,3.69,20.2,80.6,Windy,Unfastened,LOW,6.9,True
EVT00553,2026-09-07 14:24:00,LDR001,Loader,OP1034,day,normal,6.45,1.3,86.7,Windy,Fastened,HIGH,9.7,False
EVT00554,2026-09-07 15:10:00,LDR001,Loader,OP1034,day,normal,7.87,1.5,91.4,Windy,Unfastened,HIGH,7.2,False
EVT00555,2026-09-07 15:36:00,LDR001,Loader,OP1034,day,normal,8.62,34.5,85.5,Windy,Unfastened,LOW,10.5,True
EVT00556,2026-09-07 15:56:00,LDR001,Loader,OP1034,day,normal,6.73,15.0,81.7,Windy,Unfastened,LOW,3.8,True
EVT00557,2026-09-07 16:14:00,LDR001,Loader,OP1034,day,normal,4.92,17.5,87.0,Windy,Unfastened,LOW,5.5,True
EVT00558,2026-09-07 16:28:00,LDR001,Loader,OP1034,day,normal,5.56,13.1,90.5,Windy,Unfastened,LOW,1.2,False
EVT00559,2026-09-07 16:34:00,LDR001,Loader,OP1034,day,normal,5.01,5.0,90.9,Windy,Unfastened,MEDIUM,1.8,False
EVT00560,2026-09-07 16:56:00,LDR001,Loader,OP1034,day,normal,5.06,21.9,88.6,Windy,Unfastened,LOW,3.6,False
EVT00561,2026-09-07 17:20:00,LDR001,Loader,OP1034,day,normal,9.15,20.9,85.0,Windy,Unfastened,LOW,3.5,False
EVT00562,2026-09-07 17:44:00,LDR001,Loader,OP1034,day,normal,5.68,22.3,88.6,Windy,Unfastened,LOW,12.5,True
EVT00563,2026-09-07 17:58:00,LDR001,Loader,OP1034,day,normal,5.75,16.2,84.2,Windy,Unfastened,LOW,12.7,True
EVT00564,2025-01-27 18:10:00,EXC007,Excavator,OP1003,night,normal,5.99,1.9,48.5,Sunny,Fastened,HIGH,4.4,True
EVT00565,2025-01-27 18:42:00,EXC007,Excavator,OP1003,night,normal,5.15,1.0,89.6,Sunny,Fastened,HIGH,7.4,True
EVT00566,2025-01-27 19:22:00,EXC007,Excavator,OP1003,night,normal,5.41,20.7,82.7,Sunny,Unfastened,LOW,1,True
EVT00567,2025-01-27 19:24:00,EXC007,Excavator,OP1003,night,normal,7.84,24.0,85.3,Sunny,Unfastened,LOW,4.2,True
EVT00568,2025-01-27 19:28:00,EXC007,Excavator,OP1003,night,normal,5.53,23.2,90.4,Sunny,Unfastened,LOW,7.9,True
EVT00569,2025-01-27 19:40:00,EXC007,Excavator,OP1003,night,normal,4.13,19.2,91.3,Sunny,Unfastened,LOW,10.5,True
EVT00570,2025-01-27 20:12:00,EXC007,Excavator,OP1003,night,normal,6.84,3.0,89.5,Sunny,Unfastened,MEDIUM,8.1,True
